dataset,method,coverage_threshold,frames,valid_count,raw_epe,epe,refined_minus_raw_epe,bad1,bad3,boundary_epe,new_bad3,intervention_coverage,intervention_precision,false_update_rate,clean_degradation,mean_clean_update,frames_worsened,worst_frame_degradation,p95_frame_degradation,catastrophic_tail_p99,raw_mc_temporal_error,refined_mc_temporal_error
SCARED-C-test,m0_scared_only,0.5,960,7200246,0.9616051806244463,0.934659526895616,-0.026945651926016206,0.0794172864404766,0.057416649254325575,2.410537167825803,0.00033287272568946605,0.05622460677037979,0.7627997855895423,0.01923392544286942,0.00971446635356628,0.006755711880125849,0.03333333333333333,0.040098004043102264,-0.0007547846413217487,0.0062661713082343305,0.23714127169300997,0.23120642031097105
SCARED-C-test,multidomain,0.5,960,7200246,0.9616051806244463,0.9490894231185485,-0.012515757258133784,0.08020475948309716,0.058247870683741425,2.459629107614528,6.185085209864044e-05,0.02326934385297391,0.8176609269151571,0.008831759342278981,0.0031139717207127305,0.0029341508456482922,0.036458333333333336,0.04007312282919884,-0.000531352117832289,0.0033301839581690697,0.23714127169300997,0.23576365126886292
SCARED-C-test,oracle_authorization,0.5,960,7200246,0.9616051806244463,0.8964787510862386,-0.06512643141476782,0.07609059452605903,0.05671417318996022,2.321019688306143,0.0,0.2568785844261432,0.9708632566478282,0.21071003826572893,0.0,0.03002167008416981,0.0,-0.007456328719854355,-0.02610247749835254,-0.01930786609649658,0.23714127169300997,0.2280220906540492
SCARED-C-test,raw,0.9,960,139422,1.572575563014394,1.572575563014394,0.0,0.27131299260604064,0.16204759659334667,2.9249124383195286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37893719179708746,0.37893719179708746
SCARED-C-test,a2_no_authorization,0.9,960,139422,1.572575563014394,1.4822220278300275,-0.09035353374867412,0.26056146132290486,0.15235041846584912,2.717593883591495,0.004767651906344097,0.42097373441781066,0.6296151159422759,0.2538245327955028,0.12558199412105478,0.06737853525990749,0.05426356589147287,1.2979710102081299,0.0010780509910545482,0.17453638970851854,0.37893719179708746,0.4007729217600865
SCARED-C-test,m0_scared_only,0.9,960,139422,1.572575563014394,1.500246790421515,-0.0723287697657102,0.2609200845789074,0.1535051862536389,2.749511223514666,0.003458045550293629,0.17506562809312734,0.7386512618813503,0.03633574355783466,0.02480314115905336,0.022602150883463425,0.06589147286821706,1.277597188949585,0.004145848611369661,0.18555058315396278,0.37893719179708746,0.4019752299861225
SCARED-C-test,multidomain,0.9,960,139422,1.572575563014394,1.538138238452443,-0.03443732629578651,0.26645005788049214,0.15939378292805728,2.84135271646018,8.559518607292344e-05,0.04581056074364161,0.8237043995616096,0.010824554251507284,0.008249833715965414,0.01031357344898554,0.04909560723514212,1.261337161064148,0.0,0.010256448779255148,0.37893719179708746,0.3872304086259294
SCARED-C-test,oracle_authorization,0.9,960,139422,1.572575563014394,1.4315950239710704,-0.14098053509754388,0.24927199449664797,0.14835535275482975,2.615504655284974,0.0,0.2696776692344106,0.9828452884385223,0.1218593773467505,0.0,0.025915328013374032,0.0,0.0,-0.0428718775510788,0.0,0.37893719179708746,0.3914322348058002
Fast-FoundationStereo,raw,0.05,320,4300609,1.0486879476238786,1.0486879476238786,0.0,0.0811745500840984,0.05423789984117266,2.9372001404853507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357183019395505,0.1357183019395505
Fast-FoundationStereo,a2_no_authorization,0.05,320,4300609,1.0486879476238786,1.0130645057145227,-0.035623439618568314,0.07941293921061898,0.05280786995421225,2.8075976733311885,0.0003569889308868518,0.4314786580226196,0.6213353912248245,0.3791181912275558,0.1408033818420889,0.05721284903506863,0.025,0.01986359991133213,-0.005762759153731167,0.006876791124232117,0.1357183019395505,0.14618720982964634
Fast-FoundationStereo,m0_scared_only,0.05,320,4300609,1.0486879476238786,1.0259084540864085,-0.022779493452132846,0.08006959027520698,0.05303504715225379,2.8306097254280176,0.0002606117537683491,0.06923856597984146,0.7252223207329196,0.02716040539460007,0.012584179571239461,0.008298542665530284,0.03125,0.018669085577130318,-0.0011526267742738088,0.005230297069065274,0.1357183019395505,0.14166033548336968
Fast-FoundationStereo,multidomain,0.05,320,4300609,1.0486879476238786,1.0400563480447127,-0.008631591627334083,0.07994170160646692,0.053748666722213144,2.896654497178318,1.8439510831195802e-05,0.03419492448627624,0.7071651514018183,0.018610293007098627,0.005903397833986336,0.0042901300236107545,0.025,0.013953646644949913,-0.0008771853084908786,0.001553246286930517,0.1357183019395505,0.13751536458643435
Fast-FoundationStereo,oracle_authorization,0.05,320,4300609,1.0486879476238786,0.9883733184998691,-0.06031463327521259,0.0749268304558638,0.05247024314737772,2.7583288063334295,0.0,0.2750815058983507,0.9745946384585864,0.2301653273452562,0.0,0.03173788482811257,0.0,-0.02033139578998089,-0.028763416409492492,-0.021923847310245038,0.1357183019395505,0.13728215111830797
Fast-FoundationStereo,raw,0.25,320,4038927,0.9500286981724829,0.9500286981724829,0.0,0.07186611660015235,0.04949705681290149,2.7509370475455737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13147594661938258,0.13147594661938258
Fast-FoundationStereo,a2_no_authorization,0.25,320,4038927,0.9500286981724829,0.9156275326996081,-0.03440117026615181,0.07009906336965889,0.04818680803885895,2.6045940270440218,0.00031179897245961545,0.42055402338294307,0.6277158603003555,0.3721708899426876,0.1354368254152969,0.05578953399839865,0.028125,0.017768822610378265,-0.005499851680360729,0.004561938513070346,0.13147594661938258,0.14041461478053072
Fast-FoundationStereo,m0_scared_only,0.25,320,4038927,0.9500286981724829,0.9288628279417946,-0.02116587469092594,0.0708705553377526,0.04840889651159182,2.6331440252049885,0.00022375548555146943,0.06246089617366197,0.7329263700327024,0.024979198789747768,0.011129374799988363,0.0073682679296301675,0.021875,0.011931912042200565,-0.0013599455240182572,0.0030429770587943506,0.13147594661938258,0.13623061633282707
Fast-FoundationStereo,multidomain,0.25,320,4038927,0.9500286981724829,0.9413829903689347,-0.008645707182087957,0.07057542746025368,0.04902366373813291,2.7018966622694434,1.5368537609598345e-05,0.03213081098024302,0.7351010217763189,0.01772088557879731,0.005149681436010823,0.004054199897442551,0.025,0.00717042526230216,-0.0010191346606006838,0.0019264572847168895,0.13147594661938258,0.133267203572074
Fast-FoundationStereo,oracle_authorization,0.25,320,4038927,0.9500286981724829,0.8923364416821161,-0.057692258980342706,0.06632875487002547,0.047890442103751374,2.556119159846084,0.0,0.2711039342874976,0.9737535948506305,0.2285689349198499,0.0,0.03150488122358647,0.0,-0.01848507486283779,-0.027652032021433112,-0.021369061246514318,0.13147594661938258,0.13226733426029974
Fast-FoundationStereo,raw,0.5,320,2400082,0.9757408121148207,0.9757408121148207,0.0,0.0774973520887625,0.058078432542514956,2.6692508322816466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1318956610542514,0.1318956610542514
Fast-FoundationStereo,a2_no_authorization,0.5,320,2400082,0.9757408121148207,0.9373983164079759,-0.03834250374586119,0.07461161747471731,0.05646765400826592,2.5061567381956804,0.00038129968469532055,0.4008317215828459,0.6419754498045277,0.35055689122695805,0.12308958189190339,0.05305073452337051,0.028125,0.012815587222576141,-0.004874670435674478,0.00985311805736274,0.1318956610542514,0.14186354978623103
Fast-FoundationStereo,m0_scared_only,0.5,320,2400082,0.9757408121148207,0.9523085809256692,-0.023432230249582756,0.07565741480441693,0.05678014346242167,2.545884206331112,0.00026717518518361077,0.05636432421892252,0.7837210505695636,0.018243671558831602,0.00861959004765899,0.0059630895990721265,0.021875,0.008152296766638756,-0.001212924998253583,0.0018312625878024863,0.1318956610542514,0.137254452043867
Fast-FoundationStereo,multidomain,0.5,320,2400082,0.9757408121148207,0.9656148668285925,-0.010125948522172544,0.07567991400288546,0.05745970349412337,2.6028894958328457,1.2827947415427854e-05,0.02186425297135681,0.8523896638463297,0.007946546945843463,0.0018973727644146217,0.002248819817975353,0.028125,0.0018342382973060012,-0.000706628407351672,0.0007983040926046676,0.1318956610542514,0.13457257580421308
Fast-FoundationStereo,oracle_authorization,0.5,320,2400082,0.9757408121148207,0.9163027937938467,-0.0594380178612849,0.07218253368851694,0.05610849959238109,2.4575762441878943,0.0,0.2651288580973483,0.970562490276287,0.21872596274636374,0.0,0.030570273707966156,0.0,-0.011248096823692322,-0.026499977335333824,-0.016775214280933134,0.1318956610542514,0.1348749282347895
Fast-FoundationStereo,raw,0.9,320,46474,1.58443446315345,1.58443446315345,0.0,0.27639110156019875,0.1591427467003761,2.9268695961533577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27789782728949675,0.27789782728949675
Fast-FoundationStereo,a2_no_authorization,0.9,320,46474,1.58443446315345,1.4708827990076176,-0.11355166241272341,0.25166759934096306,0.14653354579581288,2.6429829796257853,0.0039408362980258875,0.4235056160433791,0.6768621075093995,0.23441851213366927,0.11556822702559343,0.05766655642652822,0.01937984496124031,0.043326377868652344,-0.025940285157412295,0.013914885520935172,0.27789782728949675,0.330201709991616
Fast-FoundationStereo,m0_scared_only,0.9,320,46474,1.58443446315345,1.4928895264071038,-0.09154493393217335,0.25440031080916553,0.1481258332783527,2.6904416691512623,0.002482215064340197,0.19221500193656668,0.8071196686443524,0.03023471688105026,0.017537461875082882,0.014075089411441328,0.007751937984496124,0.028062501922249794,0.0,0.0,0.27789782728949675,0.33108491963603226
Fast-FoundationStereo,multidomain,0.9,320,46474,1.58443446315345,1.53719464642392,-0.047239814960394894,0.2652020496083193,0.1559151354164761,2.7982539067284264,2.5589846568769816e-05,0.05073804708008779,0.9202714164546225,0.004939663174645273,0.0034146664898554568,0.004563784717869986,0.007751937984496124,0.03235193341970444,0.0,0.0,0.27789782728949675,0.29592206514722513
Fast-FoundationStereo,oracle_authorization,0.9,320,46474,1.58443446315345,1.4275354225379753,-0.15689902102704,0.24362008892542075,0.14321986440900697,2.5664664928918386,0.0,0.2892800275422817,0.9909253198452841,0.11391062193343059,0.0,0.025728524812264737,0.0,0.0,-0.042491951398551484,0.0,0.27789782728949675,0.31650436555562494
CREStereo,raw,0.05,320,4300609,1.0856082841217134,1.0856082841217134,0.0,0.09256014707617545,0.06453365136114367,2.974463640317377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18547482845682878,0.18547482845682878
CREStereo,a2_no_authorization,0.05,320,4300609,1.0856082841217134,1.0344080544949348,-0.05120023089057734,0.08996632815248419,0.0625192852221697,2.820271372910919,0.00023887200846483032,0.45633978815558446,0.6280726140983696,0.4028710294622695,0.1506079092331952,0.05942014949486275,0.00625,0.003014471149072051,-0.005319779599085444,-0.002258003905881196,0.18547482845682878,0.1788468881061366
CREStereo,m0_scared_only,0.05,320,4300609,1.0856082841217134,1.0477876839871219,-0.03782059445637645,0.09044253991180588,0.062697399477641,2.838661999134572,0.00014615685751795615,0.07973382374449758,0.7459726337400555,0.030353685277695577,0.014402372786725003,0.009222570992873451,0.028125,0.008237713947892189,-0.0014705666864756493,0.0034947247966192665,0.18547482845682878,0.17681458728041696
CREStereo,multidomain,0.05,320,4300609,1.0856082841217134,1.0739527110355045,-0.011655574034904637,0.09162446546392684,0.06385467752531127,2.9345678154988852,2.3365212127300738e-05,0.03665155330326472,0.7120743034055728,0.019324440971928227,0.006226776732762771,0.004595618699092925,0.01875,0.007984817028045654,-0.0011466056632343678,0.0026845565252006085,0.18547482845682878,0.18370939361073524
CREStereo,oracle_authorization,0.05,320,4300609,1.0856082841217134,1.010362083234108,-0.07524620033055268,0.08607385602037383,0.062295828488551475,2.7754413559069344,0.0,0.2940071975852722,0.97485546618581,0.24346297424926164,0.0,0.03297306246404504,0.0,-0.023132089525461197,-0.029505148995667696,-0.025100480914115906,0.18547482845682878,0.17155071881462652
CREStereo,raw,0.25,320,4038927,1.0146911905396059,1.0146911905396059,0.0,0.08386534313767076,0.06053142304691446,2.908415172084485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18134775938815614,0.18134775938815614
CREStereo,a2_no_authorization,0.25,320,4038927,1.0146911905396059,0.9649175505955043,-0.04977364261586786,0.08133397788031811,0.058622995718736005,2.735440427110621,0.00018711563829873013,0.44658816561923503,0.6354917596079694,0.39655895806548774,0.14517163018497314,0.057847400207618124,0.009375,0.0059973266907036304,-0.005544280214235184,-0.0005945737886941045,0.18134775938815614,0.17346576797384666
CREStereo,m0_scared_only,0.25,320,4038927,1.0146911905396059,0.9787729167589987,-0.035918280652033466,0.08197003794287935,0.058794328289240444,2.758789431390358,0.00010541726115477014,0.07254476250746796,0.7579478708409129,0.027940226824446034,0.012791543950898848,0.008110386935694863,0.025,0.004962008446455002,-0.0015482791233807792,0.002143253945978359,0.18134775938815614,0.1717003274479369
CREStereo,multidomain,0.25,320,4038927,1.0146911905396059,1.0027912639258758,-0.011899927726068084,0.08285888782570902,0.05986936594876843,2.860441567805107,2.0292822581115038e-05,0.03480429331849771,0.7412856045300629,0.018564996091456405,0.005535540791248613,0.004351535466785233,0.021875,0.004519576206803322,-0.0016033230989705763,0.000954779802705162,0.18134775938815614,0.17954742135358345
CREStereo,oracle_authorization,0.25,320,4038927,1.0146911905396059,0.9424629092103619,-0.07222828784234049,0.07832030608463521,0.05844720652358207,2.6932948823378506,0.0,0.2913283651821387,0.9741691270330955,0.24256028943146218,0.0,0.032776800393941485,0.0,-0.022691838443279266,-0.02897621830925345,-0.025398095324635505,0.18134775938815614,0.1669895355864539
CREStereo,raw,0.5,320,2400082,1.100315462075034,1.100315462075034,0.0,0.09049857488837411,0.07110257044341334,2.986384609735581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18229756268115246,0.18229756268115246
CREStereo,a2_no_authorization,0.5,320,2400082,1.100315462075034,1.0471571171886458,-0.0531583356430239,0.0870428597180973,0.06896181051087659,2.8079649698105973,0.00020094822387855486,0.4292465840750441,0.6526474262468369,0.3772768813470101,0.13303601238999735,0.05507116054437925,0.0125,0.010324256494641304,-0.005565777258016168,0.0010462950519286173,0.18229756268115246,0.17461974524172624
CREStereo,m0_scared_only,0.5,320,2400082,1.100315462075034,1.0625230658677638,-0.03779239073707889,0.08799866004488485,0.06917721967575817,2.840283856410978,9.419448054468204e-05,0.06507569324714739,0.8167517142912022,0.020782246527803163,0.010040674479871128,0.006498084737959269,0.0125,0.007746288087219,-0.001995202858233823,0.0009573321464995415,0.18229756268115246,0.17266429670939654
CREStereo,multidomain,0.5,320,2400082,1.100315462075034,1.0862108662807404,-0.014104593640717289,0.08909987256439636,0.07029593112603302,2.9217692929325145,2.2427257170736103e-05,0.02517913971272648,0.8633670902832936,0.008899157022013935,0.0022854719726269766,0.002583033896367878,0.015625,0.002913806587457657,-0.0018262170546222466,0.0005220821045804773,0.18229756268115246,0.1809622169618809
CREStereo,oracle_authorization,0.5,320,2400082,1.100315462075034,1.0275108871455492,-0.07280457372040172,0.08550124542160817,0.06877515013612323,2.770124957251123,0.0,0.2882622343736589,0.97184662059715,0.23479239930690102,0.0,0.03203236829696973,0.0,-0.014241599477827549,-0.027717218920588486,-0.021495700757950542,0.18229756268115246,0.1697493543546336
CREStereo,raw,0.9,320,46474,1.8685118715480524,1.8685118715480524,0.0,0.2849980628966558,0.18436114760342992,3.383892982997508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2607037400582809,0.2607037400582809
CREStereo,a2_no_authorization,0.9,320,46474,1.8685118715480524,1.7640061999368202,-0.10450567186138708,0.2751430894723568,0.17304299177013008,3.1492361578846473,0.0011343850645648256,0.44308645694366744,0.6670066045066045,0.27155215272944216,0.14391302906764775,0.06736750193368067,0.01937984496124031,1.3549003601074219,-0.016113281250000038,0.01982683181762699,0.2607037400582809,0.2915428570185257
CREStereo,m0_scared_only,0.9,320,46474,1.8685118715480524,1.7772501877340283,-0.09126167072720487,0.2755949561713692,0.17405431015969994,3.171902326321739,0.0006331451445266515,0.1935921160218617,0.8178281649438702,0.04613701899174704,0.03161976732624043,0.02474331655868395,0.01937984496124031,1.3400487899780273,0.0,0.0034386789938435085,0.2607037400582809,0.28789169260906655
CREStereo,multidomain,0.9,320,46474,1.8685118715480524,1.8378147901219688,-0.030697075847035574,0.28125403421060163,0.18195119799352152,3.3137387222771713,2.638104785522081e-05,0.04873692817489349,0.8600441501103753,0.009512445726028305,0.0072254814225580855,0.008493045358611779,0.03875968992248062,1.3400487899780273,0.0,0.00695013198070229,0.2607037400582809,0.27340165656970583
CREStereo,oracle_authorization,0.9,320,46474,1.8685118715480524,1.7330232409106021,-0.13548861907998433,0.2665576450240548,0.1721177433354533,3.0886807310327575,0.0,0.29984507466540433,0.9856476498026552,0.12197142951841172,0.0,0.027052242032322846,0.0,0.0,-0.035932711511850464,0.0,0.2607037400582809,0.28356334907455444
D4D-heldout-specimen3,raw,0.05,51,18792,8.107287557766304,8.107287557766304,0.0,0.9678054413944166,0.7306300505932116,8.14943989047526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8516232710388771,0.8516232710388771
D4D-heldout-specimen3,a2_no_authorization,0.05,51,18792,8.107287557766304,8.086893090634916,-0.02039479344095813,0.969987235106956,0.7308961330210649,8.128193706426279,0.042275780230519186,0.6990740740740741,0.7978990637131765,0.6821705426356589,0.35658914728682173,0.32314707257950953,0.5526315789473685,2.040785789489746,1.1966272413730608,2.040785789489746,0.8516232710388771,0.7559711163234728
D4D-heldout-specimen3,m0_scared_only,0.05,51,18792,8.107287557766304,8.123159064929148,0.0158713544998694,0.9700936538430162,0.7363239667135921,8.164706518741148,0.022125641898892698,0.13665389527458494,0.45054517133956384,0.20930232558139536,0.18604651162790697,0.20214120103696057,0.6052631578947368,2.040785789489746,1.0190032392740234,2.040785789489746,0.8516232710388771,0.7917738280145284
D4D-heldout-specimen3,multidomain,0.05,51,18792,8.107287557766304,8.128872649023359,0.021585040095327298,0.9682843706591578,0.7315879067723834,8.171213835179678,0.003555906702821735,0.023361004682843762,0.10250569476082004,0.027131782945736434,0.023255813953488372,0.043547730427235365,0.5526315789473685,2.040785789489746,1.0305653601884825,2.040785789489746,0.8516232710388771,0.8325896394689218
D4D-heldout-specimen3,oracle_authorization,0.05,51,18792,8.107287557766304,8.005452708285278,-0.10183475851293426,0.9648786727045637,0.7195083049678855,8.046859733211633,0.0,0.5578969774372073,0.9998092331171309,0.3178294573643411,0.0,0.03141755062018254,0.0,0.0,0.0,0.0,0.8516232710388771,0.8066790975779359
D4D-heldout-specimen3,raw,0.25,51,10816,7.8977530309103825,7.8977530309103825,0.0,0.963202666314925,0.7081176102472767,7.954909457180363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8657043293902386,0.8657043293902386
D4D-heldout-specimen3,a2_no_authorization,0.25,51,10816,7.8977530309103825,7.899961263448352,0.002207894736181768,0.9656989695063445,0.710336544271283,7.95622108067722,0.044662655425005165,0.6859282544378699,0.7651974659657635,0.6666666666666666,0.345679012345679,0.2635209348834591,0.5526315789473685,2.040785789489746,1.77835099697113,2.040785789489746,0.8657043293902386,0.7618806120132223
D4D-heldout-specimen3,m0_scared_only,0.25,51,10816,7.8977530309103825,7.927180235268625,0.02942704448780216,0.9656065156099183,0.7145895023000862,7.983741199300134,0.02312321864165269,0.1450628698224852,0.39133205863607395,0.17901234567901234,0.16049382716049382,0.16782633426748675,0.6052631578947368,2.040785789489746,1.059340506792067,2.040785789489746,0.8657043293902386,0.7992712304494812
D4D-heldout-specimen3,multidomain,0.25,51,10816,7.8977530309103825,7.923457572798757,0.02570442453414071,0.96348003057774,0.7091346205137781,7.980899919529815,0.0034843207537416355,0.02514792899408284,0.0661764705882353,0.012345679012345678,0.012345679012345678,0.01653365146966628,0.6052631578947368,2.040785789489746,0.8741012066602687,2.040785789489746,0.8657043293902386,0.8426984989245494
D4D-heldout-specimen3,oracle_authorization,0.25,51,10816,7.8977530309103825,7.80358487796369,-0.09416845116546287,0.9598742641850248,0.6973002948729354,7.8597836209538245,0.0,0.5248705621301775,1.0,0.30864197530864196,0.0,0.030440478183237123,0.0,0.0,0.0,0.0,0.8657043293902386,0.824891841934564
D4D-heldout-specimen3,raw,0.5,51,5304,7.300629587509693,7.300629587509693,0.0,0.9521116231586418,0.6610105620036225,7.4014120929021825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9496797848869323,0.9496797848869323
D4D-heldout-specimen3,a2_no_authorization,0.5,51,5304,7.300629587509693,7.3497372324919805,0.04910759282892578,0.9556938228092042,0.6672322778392943,7.448968039558664,0.05283648566704438,0.6610105580693816,0.6993725042783799,0.6831683168316832,0.31683168316831684,0.22392744423434285,0.5142857142857142,2.4892308712005615,1.4574652671813924,2.4892308712005615,0.9496797848869323,0.8240808285800895
D4D-heldout-specimen3,m0_scared_only,0.5,51,5304,7.300629587509693,7.362654776639708,0.06202538327372255,0.9543740655749272,0.6694947175276332,7.46250100561936,0.026696329760272988,0.16459276018099547,0.293241695303551,0.1485148514851485,0.1188118811881188,0.10816523108151879,0.5142857142857142,0.9526722431182861,0.3625984191894531,0.7520471429824809,0.9496797848869323,0.8663409259704083
D4D-heldout-specimen3,multidomain,0.5,51,5304,7.300629587509693,7.335184571385204,0.034554960757839794,0.9523001544480949,0.6617647091086201,7.43653120309519,0.0022246941211358858,0.0307315233785822,0.06134969325153374,0.0,0.0,0.0,0.4857142857142857,0.6975945234298706,0.3625984191894531,0.5836958479881276,0.9496797848869323,0.9185948229449636
D4D-heldout-specimen3,oracle_authorization,0.5,51,5304,7.300629587509693,7.220807942060324,-0.07982131104512831,0.9487179571349696,0.6493212693939083,7.319830018785384,0.0,0.4622926093514329,1.0,0.3465346534653465,0.0,0.03202366937726441,0.0,0.0,0.0,0.0,0.9496797848869323,0.9161040173677747
D4D-heldout-specimen3,raw,0.9,51,1069,5.047864738639211,5.047864738639211,0.0,0.9307764393632049,0.5650140433193257,5.191298188842046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463678351816894,0.9463678351816894
D4D-heldout-specimen3,a2_no_authorization,0.9,51,1069,5.047864738639211,5.212952137216438,0.1650873843036632,0.9382600611453864,0.5837231108080683,5.356809698832826,0.06451612807089283,0.5631431244153414,0.48006644518272423,0.7083333333333334,0.2916666666666667,0.21619104306834439,0.5,2.94840145111084,2.1577670216560314,2.94840145111084,0.9463678351816894,0.7975993415286766
D4D-heldout-specimen3,m0_scared_only,0.9,51,1069,5.047864738639211,5.199141306560434,0.15127657304110198,0.9345182474803657,0.5818522052022205,5.342509730716416,0.03870967717901353,0.20954162768942938,0.022321428571428572,0.16666666666666666,0.16666666666666666,0.17176531410465637,0.5666666666666667,1.1150623559951782,0.40058143436908644,0.9423933726549154,0.9463678351816894,0.836009900518619
D4D-heldout-specimen3,multidomain,0.9,51,1069,5.047864738639211,5.1043027912600225,0.05643809495297312,0.9307764393632049,0.5668849505978951,5.251812046771857,0.0043010753729651055,0.03461178671655753,0.0,0.0,0.0,0.0,0.23333333333333334,0.7671287655830383,0.02637285180389881,0.5523095505870885,0.9463678351816894,0.8977107762927983
